num mjd kelt1 comp1 comp2 airmass m1z k1loc c1loc c2loc tellurictop telluricbot
183 1.7276324 30940473.3314 17062295.5546 14411242.2679 1.01062305157 -0.323817 0.628992191084 0.245798174128 -0.601369310134 12734840.7668 -0.0713645324775
184 1.72842057 30981783.9085 17087486.7446 14412231.7454 1.01097757337 -0.311406 0.886626091838 0.452578341397 -0.0885776069758 12630271.1729 -0.0302224635353
185 1.7292129 30778737.1175 16987490.8462 14335922.3804 1.01134936376 -0.289671 0.791855440492 0.44084104701 -0.341475743075 12661931.6065 0.04172075237
186 1.73000792 30589264.9214 16879279.9875 14254067.6057 1.01173721 -0.276251 0.85943268039 0.679226949723 -0.234414621757 12957041.9199 0.0861170957693
187 1.73079944 30687382.2421 16925437.8326 14272727.983 1.01214324083 -0.252477 0.592943821963 0.269892851658 -0.435675630046 12880514.8335 0.164734103853
188 1.7315867 30738630.8549 16938262.3136 14291290.7315 1.0125577605 -0.241572 0.780215292442 0.269089232505 -0.283644776125 12475285.2563 0.200750518053
189 1.73237867 30689120.6008 16924242.5006 14294750.8705 1.01299638308 -0.242086 0.643843252078 0.297443663085 -0.705962660956 12544036.8034 0.198958727177
190 1.73338199 30702398.4559 16949105.6079 14276433.956 1.01357708705 -0.246843 0.829795433028 0.406021104855 -0.178107656942 14596940.1633 0.183093973024
191 1.73416785 30746580.8013 16951268.7954 14311802.5642 1.01405328505 -0.252135 0.746891853783 0.312223984398 -0.533086928335 12973690.7169 0.165421659787
192 1.73496727 30462780.4248 16807378.8573 14180721.1499 1.01454716082 -0.262968 0.787496277394 0.50691121982 -0.574369889196 13214413.5751 0.129364848021
193 1.73576059 30766775.9953 16957383.1346 14315391.815 1.01505719599 -0.28184 0.926683058633 0.461054116108 -0.41972728966 12852726.0769 0.0666341858579
194 1.73655448 30806008.9065 16983559.2051 14338024.3015 1.01558589393 -0.29668 0.955954648518 0.503882879389 -0.227485775089 13009894.9391 0.0171886726961
195 1.737346 30886695.7477 17028289.3878 14382406.6725 1.01612997126 -0.321184 0.83020065821 0.481079796817 -0.431165541076 12961237.887 -0.0643515107773
196 1.73813449 30998539.9664 17073018.0527 14419731.5726 1.01669106505 -0.331445 1.10264782456 0.478582254928 -0.184101165877 12512304.4506 -0.0987746615228
197 1.73892652 30948141.0776 17063595.4466 14406284.2611 1.01726998625 -0.338002 1.00650826112 0.690595631597 -0.126549634171 12380839.3703 -0.120983262839
198 1.73971991 31002317.9539 17087442.7258 14427227.9695 1.01786546023 -0.347912 1.12064821036 0.725139277916 0.129120985883 12770947.478 -0.154379726782
199 1.74051686 30941130.2203 17039523.972 14404504.2101 1.01848894643 -0.34809 0.988366437223 0.69064725626 -0.168761894298 13107977.4171 -0.15554538387
200 1.74160378 30937192.6296 17059503.0827 14378540.2069 1.01934884247 -0.347729 1.08735517418 0.678980500748 0.0341430898537 13923374.2915 -0.154966339047
201 1.74239667 30940048.4995 17038206.3277 14383480.7213 1.02000417256 -0.349091 0.967412649777 0.439116917264 -0.419265172686 12825377.9654 -0.160157169605
202 1.74319594 30934389.1706 17039322.4991 14386516.5113 1.02068618675 -0.345066 1.01216474759 0.659122087744 -0.292129230338 13041589.3871 -0.147484795875
203 1.74398817 30777115.0601 16958114.5471 14338643.3521 1.02137470958 -0.332295 0.868837233644 0.583458214371 -0.339927054892 12930266.2585 -0.105737493831
204 1.74478294 30923293.1367 17046921.7774 14382495.676 1.02208091335 -0.321404 0.9508035923 0.437763143098 -0.263808342308 13026956.2077 -0.0702367603151
205 1.74557528 30759429.3069 16955058.8379 14313783.6745 1.02280645321 -0.30433 1.10168947682 0.703017160721 -0.141354179733 12844739.7112 -0.0141230228772
206 1.74636161 30478803.3518 16802341.763 14187299.4959 1.02354765913 -0.293709 0.768581185664 0.569163706942 -0.45913105298 12381620.7098 0.0205159001931
207 1.7471544 30439689.1134 16760206.4146 14151671.5441 1.02430631369 -0.273456 1.03630210861 0.758552432504 0.0531750511689 12432540.6196 0.0873193126259
208 1.74795381 30760833.5616 16952295.1591 14300725.7713 1.02508501363 -0.268136 0.930417963733 0.517619381233 -0.227569301176 12261154.2201 0.10431593373
209 1.74874544 30863800.9711 17004547.0974 14334183.7763 1.02587916324 -0.267848 0.954868106138 0.353696331888 -0.505271974189 12118815.8438 0.104483605523
210 1.74973314 30781607.6728 16962925.6416 14305308.9009 1.0269004376 -0.266906 1.03550621547 0.414928854007 -0.025153042647 13917114.149 0.106805542991
211 1.75051912 30774122.0346 16951354.0016 14295287.9935 1.0277249104 -0.271198 0.898364669308 0.381971224278 -0.440142926504 11783967.6806 0.0915649128473
212 1.75130673 30845963.3343 16984009.1609 14343925.6528 1.02857709599 -0.284069 0.997822834139 0.540892760755 -0.285317296292 11579596.9525 0.0474928812296
213 1.75209835 30913551.2403 17019915.8318 14349402.7572 1.02944711274 -0.294383 0.942152337096 0.366839912739 -0.408845452872 11741440.3606 0.011876173448
214 1.75288641 30938201.9148 17043451.4131 14383521.8649 1.03032193379 -0.307028 0.948876601924 0.338614468773 -0.282834029798 11464446.1287 -0.0316876362976
215 1.75367851 30950515.046 17046370.1176 14384479.6782 1.03123057556 -0.320071 1.130839117 0.543680292157 -0.14539890052 11646391.3664 -0.0767269006972
216 1.75447294 30944005.8856 17042527.9898 14386566.0548 1.03215454123 -0.327887 0.986583021076 0.40855994163 -0.239716680492 12183864.6982 -0.104307150479
217 1.75527064 30871491.5626 17010919.9084 14361837.6256 1.03311082011 -0.332535 0.938428089224 0.445263183706 -0.447161669366 12205972.5822 -0.121313402874
218 1.75606328 30822885.2518 16975161.6277 14330255.7963 1.03407464309 -0.324315 0.950220895235 0.615482891917 -0.389234373015 12314277.709 -0.094959937603
219 1.75685559 30731808.4597 16939035.9174 14302612.2379 1.03505563016 -0.32571 0.837801466549 0.376211031094 -0.448098787324 11873758.6742 -0.101086587044
220 1.75784356 30832658.864 16986824.4505 14308749.3748 1.03629711754 -0.314014 0.841225796082 0.467282107371 -0.280631140732 13581697.7798 -0.062958446919
221 1.75863726 30744468.4743 16937798.7132 14298258.3359 1.03731792151 -0.31242 0.876586212693 0.53415486935 -0.213157049085 12533207.717 -0.0590117562476
222 1.75943288 30735903.3807 16938602.6174 14304721.8131 1.03837297021 -0.303262 0.983931508138 0.457620904889 -0.152172947332 12169489.701 -0.0294197051345
223 1.7602273 30743486.6676 16939858.5196 14282323.3653 1.03943154622 -0.304791 0.983834346045 0.557334446388 -0.159560397934 11833944.0429 -0.036112891454
224 1.76102045 30724669.8725 16920321.7669 14285204.8145 1.04051368625 -0.293747 1.05887293541 0.597472828412 -0.422967883239 11664468.5932 -6.17989260521e-05
225 1.76181474 30825362.6042 16980881.1918 14314036.1968 1.04161011007 -0.287161 1.1028947109 0.716261750646 0.0104882044396 12036648.9949 0.0208586354245
226 1.76260662 30741274.642 16929803.1678 14296108.7745 1.04272573206 -0.291927 1.02479609504 0.601821558695 -0.0837545446392 12453472.9761 0.00303729311565
227 1.76339476 30808196.8742 16963719.6854 14327159.0844 1.0438600746 -0.280371 0.940938580133 0.494784035283 -0.25510917406 12202193.9842 0.0409512212123
228 1.76418618 30776357.316 16952864.2553 14310130.1764 1.04501711106 -0.273769 1.20389830964 0.743333369282 0.127426912329 12275689.068 0.0619776869418
229 1.76498674 30774590.4634 16955679.916 14296774.8187 1.04619198078 -0.269981 0.988238723129 0.545204103325 -0.219163454806 12896513.662 0.073379677675
230 1.76598963 30813172.8836 16983528.1954 14306303.8613 1.04770657971 -0.272739 1.21042685622 0.664932596742 0.281575995311 14419721.7891 0.0622780095196
231 1.76678324 30816604.7305 16976137.1291 14316465.4048 1.04892697711 -0.270242 1.19775449589 0.642916446139 0.0230427567468 12496659.8544 0.0691996150824
232 1.76757546 30795917.4801 16970132.2226 14315656.3624 1.05016570055 -0.270967 1.24331676137 0.829332242384 0.155212408022 12171791.4018 0.0649912552091
233 1.76836325 30821474.9253 16976405.0661 14315594.633 1.05142202023 -0.27292 1.11601109606 0.570598451411 -0.0658405817685 12305529.1391 0.0564845736757
234 1.76915654 30822125.3428 16967638.3273 14313125.9752 1.05269783718 -0.279741 1.16150840284 0.573509806884 -0.0706365324924 12909939.2402 0.0310462382187
235 1.7699512 30840071.6819 16980406.5975 14328904.2214 1.05399759134 -0.28018 0.998255253568 0.542834350736 -0.0832600787462 13142631.1388 0.0276192129969
236 1.77074388 30901976.4413 17010704.7058 14348669.5399 1.05531553804 -0.288522 1.25236471505 0.773514490154 0.208380853288 13260240.944 -0.0033434271127
237 1.77154501 30816081.755 16972572.5173 14316397.1099 1.05667127811 -0.284019 1.19542283105 0.651125264776 0.0502763971057 13292423.8505 0.0102881975437
238 1.77233713 30832308.4633 16987633.3459 14334460.1 1.05802795842 -0.289602 1.07993645811 0.643849075768 0.122359942214 13352297.5584 -0.0112835622275
239 1.77313248 30878002.6203 17006588.3356 14351128.4557 1.05940869761 -0.28664 1.27522631082 0.602629253323 0.225851637983 14439396.1223 -0.00308491012705
240 1.77419923 30876911.6181 17015290.9118 14349025.0187 1.06128855808 -0.280338 1.22358288897 0.60638583524 0.0404085028774 15985060.5067 0.0168223912766
241 1.7749868 30915700.7174 17028854.393 14373008.6929 1.0627153937 -0.276645 1.19701566838 0.590582177152 -0.0512856753242 14955929.0031 0.0276073654388
242 1.7757861 30929770.6728 17032725.4752 14365238.0997 1.06416503705 -0.28451 0.890422595129 0.418291899442 -0.0898781519126 15135397.2182 -0.00231688254662
243 1.77657994 30918307.4632 17016865.1855 14367873.8239 1.06565291047 -0.277949 1.10028446707 0.474848345173 -0.0434558942775 14997592.8268 0.0185203962433
244 1.7773717 30882386.1365 17005675.5147 14350851.5253 1.06714050261 -0.26528 1.18701919735 0.619939352127 0.0820453737629 14945934.2586 0.0610349269371
245 1.77817292 30863727.5333 17000700.8118 14333854.75 1.06864898547 -0.255285 1.16246005327 0.487596500223 0.0911047288454 15402511.1652 0.0942272661774
